"Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
274,3,"2014-12-31",3351,566,1,0,"0",1
530,3,"2014-12-31",4217,702,1,0,"0",1
732,3,"2014-12-31",5142,607,1,0,"0",1
274,2,"2014-12-30",3780,837,1,0,"0",1
530,2,"2014-12-30",7257,1183,1,0,"0",1
732,2,"2014-12-30",7915,926,1,0,"0",1
274,1,"2014-12-29",3820,887,1,0,"0",1
530,1,"2014-12-29",7936,1211,1,0,"0",1
732,1,"2014-12-29",8044,900,1,0,"0",1
274,7,"2014-12-28",6617,1298,1,0,"0",1
530,7,"2014-12-28",6268,1010,1,0,"0",0
732,7,"2014-12-28",2551,312,1,0,"0",0
274,6,"2014-12-27",4166,976,1,0,"0",1
530,6,"2014-12-27",5736,808,1,0,"0",0
732,6,"2014-12-27",7303,751,1,0,"0",0
274,5,"2014-12-26",7818,1412,1,0,"c",1
530,5,"2014-12-26",4601,738,1,0,"c",1
732,5,"2014-12-26",0,0,0,0,"c",1
274,4,"2014-12-25",6147,1081,1,0,"c",1
530,4,"2014-12-25",0,0,0,0,"c",1
732,4,"2014-12-25",0,0,0,0,"c",1
274,3,"2014-12-24",2869,625,1,0,"0",1
530,3,"2014-12-24",2944,424,1,0,"0",1
732,3,"2014-12-24",4146,390,1,0,"0",1
274,2,"2014-12-23",4389,1008,1,0,"0",1
530,2,"2014-12-23",5720,694,1,0,"0",1
732,2,"2014-12-23",7664,753,1,0,"0",1
274,1,"2014-12-22",4618,978,1,0,"0",1
530,1,"2014-12-22",4109,520,1,0,"0",1
732,1,"2014-12-22",7433,712,1,0,"0",1
274,7,"2014-12-21",7614,1483,1,0,"0",0
530,7,"2014-12-21",2932,390,1,0,"0",0
732,7,"2014-12-21",1148,138,1,0,"0",0
274,6,"2014-12-20",4111,942,1,0,"0",0
530,6,"2014-12-20",2717,345,1,0,"0",0
732,6,"2014-12-20",4232,494,1,0,"0",0
274,5,"2014-12-19",5113,1141,1,1,"0",0
530,5,"2014-12-19",4195,535,1,1,"0",0
732,5,"2014-12-19",5635,552,1,1,"0",0
274,4,"2014-12-18",4631,1029,1,1,"0",0
530,4,"2014-12-18",4273,437,1,1,"0",0
732,4,"2014-12-18",5629,574,1,1,"0",0
274,3,"2014-12-17",4400,968,1,1,"0",0
530,3,"2014-12-17",3549,367,1,1,"0",0
732,3,"2014-12-17",5697,565,1,1,"0",0
274,2,"2014-12-16",4243,925,1,1,"0",0
530,2,"2014-12-16",4063,433,1,1,"0",0
732,2,"2014-12-16",5339,518,1,1,"0",0
274,1,"2014-12-15",4978,1014,1,1,"0",0
530,1,"2014-12-15",3883,432,1,1,"0",0
732,1,"2014-12-15",6528,609,1,1,"0",0
274,7,"2014-12-14",7244,1372,1,0,"0",0
530,7,"2014-12-14",0,0,0,0,"0",0
732,7,"2014-12-14",0,0,0,0,"0",0
274,6,"2014-12-13",3769,839,1,0,"0",0
530,6,"2014-12-13",2948,386,1,0,"0",0
732,6,"2014-12-13",4106,442,1,0,"0",0
274,5,"2014-12-12",4087,1084,1,0,"0",0
530,5,"2014-12-12",2118,285,1,0,"0",0
732,5,"2014-12-12",4191,400,1,0,"0",0
274,4,"2014-12-11",3936,929,1,0,"0",0
530,4,"2014-12-11",2142,263,1,0,"0",0
732,4,"2014-12-11",4309,503,1,0,"0",0
274,3,"2014-12-10",3611,910,1,0,"0",0
530,3,"2014-12-10",2482,297,1,0,"0",0
732,3,"2014-12-10",4175,410,1,0,"0",0
274,2,"2014-12-09",3498,891,1,0,"0",0
530,2,"2014-12-09",3200,391,1,0,"0",0
732,2,"2014-12-09",4252,486,1,0,"0",0
274,1,"2014-12-08",4032,940,1,0,"0",0
530,1,"2014-12-08",2509,320,1,0,"0",0
732,1,"2014-12-08",5176,546,1,0,"0",0
274,7,"2014-12-07",6568,1367,1,0,"0",0
530,7,"2014-12-07",0,0,0,0,"0",0
732,7,"2014-12-07",0,0,0,0,"0",0
274,6,"2014-12-06",3475,828,1,0,"0",0
530,6,"2014-12-06",2873,390,1,0,"0",0
732,6,"2014-12-06",3825,431,1,0,"0",0
274,5,"2014-12-05",5443,1274,1,1,"0",0
530,5,"2014-12-05",4096,485,1,1,"0",0
732,5,"2014-12-05",7275,651,1,1,"0",0
274,4,"2014-12-04",4305,1004,1,1,"0",0
530,4,"2014-12-04",3666,398,1,1,"0",0
732,4,"2014-12-04",4849,502,1,1,"0",0
274,3,"2014-12-03",3960,925,1,1,"0",0
530,3,"2014-12-03",3448,389,1,1,"0",0
732,3,"2014-12-03",5651,528,1,1,"0",0
274,2,"2014-12-02",4208,972,1,1,"0",0
530,2,"2014-12-02",3575,425,1,1,"0",0
732,2,"2014-12-02",5293,534,1,1,"0",0
274,1,"2014-12-01",4648,1034,1,1,"0",0
530,1,"2014-12-01",4464,475,1,1,"0",0
732,1,"2014-12-01",7092,651,1,1,"0",0
274,7,"2014-11-30",8118,1536,1,0,"0",0
530,7,"2014-11-30",0,0,0,0,"0",0
732,7,"2014-11-30",0,0,0,0,"0",0
274,6,"2014-11-29",4066,941,1,0,"0",0
530,6,"2014-11-29",3197,413,1,0,"0",0
732,6,"2014-11-29",4999,495,1,0,"0",0
274,5,"2014-11-28",5471,1242,1,1,"0",0
530,5,"2014-11-28",3889,437,1,1,"0",0
732,5,"2014-11-28",5685,528,1,1,"0",0
274,4,"2014-11-27",4381,1016,1,1,"0",0
530,4,"2014-11-27",3005,377,1,1,"0",0
732,4,"2014-11-27",4698,504,1,1,"0",0
274,3,"2014-11-26",3601,924,1,1,"0",0
530,3,"2014-11-26",3172,398,1,1,"0",0
732,3,"2014-11-26",5365,551,1,1,"0",0
274,2,"2014-11-25",3803,917,1,1,"0",0
530,2,"2014-11-25",3178,403,1,1,"0",0
732,2,"2014-11-25",4841,507,1,1,"0",0
274,1,"2014-11-24",4093,968,1,1,"0",0
530,1,"2014-11-24",3968,473,1,1,"0",0
732,1,"2014-11-24",6053,582,1,1,"0",0
274,7,"2014-11-23",7365,1520,1,0,"0",0
530,7,"2014-11-23",0,0,0,0,"0",0
732,7,"2014-11-23",0,0,0,0,"0",0
274,6,"2014-11-22",3632,847,1,0,"0",0
530,6,"2014-11-22",2982,386,1,0,"0",0
732,6,"2014-11-22",3808,427,1,0,"0",0
274,5,"2014-11-21",4243,1099,1,0,"0",0
530,5,"2014-11-21",2970,409,1,0,"0",0
732,5,"2014-11-21",4297,469,1,0,"0",0
274,4,"2014-11-20",3703,980,1,0,"0",0
530,4,"2014-11-20",3216,420,1,0,"0",0
732,4,"2014-11-20",3712,458,1,0,"0",0
274,3,"2014-11-19",3301,909,1,0,"0",0
530,3,"2014-11-19",2506,378,1,0,"0",0
732,3,"2014-11-19",3871,454,1,0,"0",0
274,2,"2014-11-18",3329,893,1,0,"0",0
530,2,"2014-11-18",2888,368,1,0,"0",0
732,2,"2014-11-18",3858,451,1,0,"0",0
274,1,"2014-11-17",3827,973,1,0,"0",0
530,1,"2014-11-17",3333,496,1,0,"0",0
732,1,"2014-11-17",4898,550,1,0,"0",0
274,7,"2014-11-16",7124,1456,1,0,"0",0
530,7,"2014-11-16",0,0,0,0,"0",0
732,7,"2014-11-16",0,0,0,0,"0",0
274,6,"2014-11-15",3320,823,1,0,"0",0
530,6,"2014-11-15",2932,451,1,0,"0",0
732,6,"2014-11-15",4702,476,1,0,"0",0
274,5,"2014-11-14",4289,1104,1,1,"0",0
530,5,"2014-11-14",3548,511,1,1,"0",0
732,5,"2014-11-14",4829,565,1,1,"0",0
274,4,"2014-11-13",4036,972,1,1,"0",0
530,4,"2014-11-13",3422,484,1,1,"0",0
732,4,"2014-11-13",4670,520,1,1,"0",0
274,3,"2014-11-12",3726,941,1,1,"0",0
530,3,"2014-11-12",3196,410,1,1,"0",0
732,3,"2014-11-12",4784,492,1,1,"0",0
274,2,"2014-11-11",3836,948,1,1,"0",0
530,2,"2014-11-11",3814,485,1,1,"0",0
732,2,"2014-11-11",4221,468,1,1,"0",0
274,1,"2014-11-10",4055,1009,1,1,"0",0
530,1,"2014-11-10",4158,506,1,1,"0",0
732,1,"2014-11-10",5600,619,1,1,"0",0
274,7,"2014-11-09",6822,1325,1,0,"0",0
530,7,"2014-11-09",0,0,0,0,"0",0
732,7,"2014-11-09",0,0,0,0,"0",0
274,6,"2014-11-08",2714,604,1,0,"0",0
530,6,"2014-11-08",2994,485,1,0,"0",0
732,6,"2014-11-08",4828,499,1,0,"0",0
274,5,"2014-11-07",3290,840,1,1,"0",0
530,5,"2014-11-07",4286,608,1,1,"0",0
732,5,"2014-11-07",5574,571,1,1,"0",0
274,4,"2014-11-06",3206,769,1,1,"0",0
530,4,"2014-11-06",4192,571,1,1,"0",0
732,4,"2014-11-06",5425,561,1,1,"0",0
274,3,"2014-11-05",3794,955,1,1,"0",0
530,3,"2014-11-05",3664,555,1,1,"0",0
732,3,"2014-11-05",5597,568,1,1,"0",0
274,2,"2014-11-04",3957,904,1,1,"0",0
530,2,"2014-11-04",5010,629,1,1,"0",0
732,2,"2014-11-04",5807,616,1,1,"0",0
274,1,"2014-11-03",3957,1018,1,1,"0",0
530,1,"2014-11-03",6160,786,1,1,"0",0
732,1,"2014-11-03",7326,775,1,1,"0",0
274,7,"2014-11-02",6703,1440,1,0,"0",0
530,7,"2014-11-02",0,0,0,0,"0",0
732,7,"2014-11-02",0,0,0,0,"0",0
274,6,"2014-11-01",3518,864,1,0,"0",0
530,6,"2014-11-01",4071,662,1,0,"0",0
732,6,"2014-11-01",5477,604,1,0,"0",0
274,5,"2014-10-31",3906,1031,1,0,"0",1
530,5,"2014-10-31",5055,776,1,0,"0",0
732,5,"2014-10-31",5744,687,1,0,"0",0
274,4,"2014-10-30",3245,953,1,0,"0",1
530,4,"2014-10-30",4565,738,1,0,"0",0
732,4,"2014-10-30",5316,633,1,0,"0",0
274,3,"2014-10-29",3233,862,1,0,"0",1
530,3,"2014-10-29",4352,689,1,0,"0",0
732,3,"2014-10-29",4809,576,1,0,"0",0
274,2,"2014-10-28",3062,813,1,0,"0",1
530,2,"2014-10-28",4675,790,1,0,"0",0
732,2,"2014-10-28",4692,567,1,0,"0",0
274,1,"2014-10-27",3541,920,1,0,"0",1
530,1,"2014-10-27",5270,841,1,0,"0",0
732,1,"2014-10-27",5621,669,1,0,"0",0
274,7,"2014-10-26",6561,1455,1,0,"0",1
530,7,"2014-10-26",4058,716,1,0,"0",0
732,7,"2014-10-26",1688,236,1,0,"0",0
274,6,"2014-10-25",3116,780,1,0,"0",1
530,6,"2014-10-25",5229,827,1,0,"0",0
732,6,"2014-10-25",4719,537,1,0,"0",0
274,5,"2014-10-24",3801,1066,1,1,"0",1
530,5,"2014-10-24",4790,832,1,1,"0",1
732,5,"2014-10-24",5204,600,1,1,"0",1
274,4,"2014-10-23",3234,940,1,1,"0",1
530,4,"2014-10-23",5176,833,1,1,"0",1
732,4,"2014-10-23",5810,645,1,1,"0",1
274,3,"2014-10-22",3598,885,1,1,"0",1
530,3,"2014-10-22",4472,701,1,1,"0",1
732,3,"2014-10-22",5428,623,1,1,"0",1
274,2,"2014-10-21",3194,835,1,1,"0",1
530,2,"2014-10-21",4790,678,1,1,"0",1
732,2,"2014-10-21",5890,605,1,1,"0",1
274,1,"2014-10-20",4037,979,1,1,"0",1
530,1,"2014-10-20",6534,1030,1,1,"0",1
732,1,"2014-10-20",6472,732,1,1,"0",1
274,7,"2014-10-19",6035,1219,1,0,"0",0
530,7,"2014-10-19",4013,641,1,0,"0",0
732,7,"2014-10-19",2101,289,1,0,"0",0
274,6,"2014-10-18",2852,647,1,0,"0",0
530,6,"2014-10-18",4893,866,1,0,"0",0
732,6,"2014-10-18",4724,569,1,0,"0",0
274,5,"2014-10-17",3865,1064,1,0,"0",0
530,5,"2014-10-17",4547,829,1,0,"0",1
732,5,"2014-10-17",5458,629,1,0,"0",1
274,4,"2014-10-16",3534,961,1,0,"0",0
530,4,"2014-10-16",5012,827,1,0,"0",1
732,4,"2014-10-16",5416,671,1,0,"0",1
274,3,"2014-10-15",2986,726,1,0,"0",0
530,3,"2014-10-15",4821,855,1,0,"0",1
732,3,"2014-10-15",4936,594,1,0,"0",1
274,2,"2014-10-14",3385,920,1,0,"0",0
530,2,"2014-10-14",5417,919,1,0,"0",1
732,2,"2014-10-14",4987,623,1,0,"0",1
274,1,"2014-10-13",3540,936,1,0,"0",0
530,1,"2014-10-13",5120,817,1,0,"0",1
732,1,"2014-10-13",6271,711,1,0,"0",1
274,7,"2014-10-12",7101,1536,1,0,"0",0
530,7,"2014-10-12",4631,753,1,0,"0",0
732,7,"2014-10-12",2835,302,1,0,"0",0
274,6,"2014-10-11",3321,840,1,0,"0",0
530,6,"2014-10-11",4831,886,1,0,"0",0
732,6,"2014-10-11",5171,582,1,0,"0",0
274,5,"2014-10-10",4064,1123,1,1,"0",0
530,5,"2014-10-10",5166,888,1,1,"0",0
732,5,"2014-10-10",6106,677,1,1,"0",0
274,4,"2014-10-09",3779,933,1,1,"0",0
530,4,"2014-10-09",5818,961,1,1,"0",0
732,4,"2014-10-09",6491,769,1,1,"0",0
274,3,"2014-10-08",3468,900,1,1,"0",0
530,3,"2014-10-08",6038,935,1,1,"0",0
732,3,"2014-10-08",7042,796,1,1,"0",0
274,2,"2014-10-07",3897,987,1,1,"0",0
530,2,"2014-10-07",5694,874,1,1,"0",0
732,2,"2014-10-07",7126,786,1,1,"0",0
274,1,"2014-10-06",4362,1033,1,1,"0",0
530,1,"2014-10-06",7599,1166,1,1,"0",0
732,1,"2014-10-06",9588,1011,1,1,"0",0
274,7,"2014-10-05",6400,1440,1,0,"0",0
530,7,"2014-10-05",4264,768,1,0,"0",0
732,7,"2014-10-05",3210,423,1,0,"0",0
274,6,"2014-10-04",3671,876,1,0,"0",0
530,6,"2014-10-04",7430,1354,1,0,"0",0
732,6,"2014-10-04",7736,868,1,0,"0",0
274,5,"2014-10-03",8523,1770,1,1,"a",0
530,5,"2014-10-03",6060,1059,1,1,"a",0
732,5,"2014-10-03",2869,357,1,1,"a",0
274,4,"2014-10-02",4424,1140,1,1,"0",0
530,4,"2014-10-02",6300,1027,1,1,"0",0
732,4,"2014-10-02",6754,799,1,1,"0",0
274,3,"2014-10-01",3686,955,1,1,"0",0
530,3,"2014-10-01",5886,923,1,1,"0",0
732,3,"2014-10-01",6994,747,1,1,"0",0
274,2,"2014-09-30",4399,1041,1,1,"0",0
530,2,"2014-09-30",6099,996,1,1,"0",0
732,2,"2014-09-30",7276,778,1,1,"0",0
274,1,"2014-09-29",3827,947,1,1,"0",0
530,1,"2014-09-29",7124,1048,1,1,"0",0
732,1,"2014-09-29",7500,816,1,1,"0",0
274,7,"2014-09-28",6633,1499,1,0,"0",0
530,7,"2014-09-28",4245,768,1,0,"0",0
732,7,"2014-09-28",2436,283,1,0,"0",0
274,6,"2014-09-27",3161,835,1,0,"0",0
530,6,"2014-09-27",5031,892,1,0,"0",0
732,6,"2014-09-27",4424,559,1,0,"0",0
274,5,"2014-09-26",3691,1046,1,0,"0",0
530,5,"2014-09-26",4423,820,1,0,"0",0
732,5,"2014-09-26",5650,689,1,0,"0",0
274,4,"2014-09-25",3066,930,1,0,"0",0
530,4,"2014-09-25",4958,914,1,0,"0",0
732,4,"2014-09-25",5484,730,1,0,"0",0
274,3,"2014-09-24",3288,960,1,0,"0",0
530,3,"2014-09-24",4288,849,1,0,"0",0
732,3,"2014-09-24",5248,691,1,0,"0",0
274,2,"2014-09-23",2839,844,1,0,"0",0
530,2,"2014-09-23",5126,962,1,0,"0",0
732,2,"2014-09-23",5334,684,1,0,"0",0
274,1,"2014-09-22",3061,920,1,0,"0",0
530,1,"2014-09-22",5954,1104,1,0,"0",0
732,1,"2014-09-22",6086,747,1,0,"0",0
274,7,"2014-09-21",7138,1600,1,0,"0",0
530,7,"2014-09-21",4367,770,1,0,"0",0
732,7,"2014-09-21",2533,318,1,0,"0",0
274,6,"2014-09-20",3063,776,1,0,"0",0
530,6,"2014-09-20",5896,1124,1,0,"0",0
732,6,"2014-09-20",5276,648,1,0,"0",0
274,5,"2014-09-19",4079,1123,1,1,"0",0
530,5,"2014-09-19",5867,1034,1,1,"0",0
732,5,"2014-09-19",6335,755,1,1,"0",0
274,4,"2014-09-18",3731,943,1,1,"0",0
530,4,"2014-09-18",6009,1114,1,1,"0",0
732,4,"2014-09-18",6654,795,1,1,"0",0
274,3,"2014-09-17",3285,899,1,1,"0",0
530,3,"2014-09-17",6649,1150,1,1,"0",0
732,3,"2014-09-17",6630,778,1,1,"0",0
274,2,"2014-09-16",3535,893,1,1,"0",0
530,2,"2014-09-16",6497,1198,1,1,"0",0
732,2,"2014-09-16",7085,839,1,1,"0",0
274,1,"2014-09-15",3999,1026,1,1,"0",0
530,1,"2014-09-15",7311,1220,1,1,"0",0
732,1,"2014-09-15",8247,884,1,1,"0",0
274,7,"2014-09-14",7431,1730,1,0,"0",0
530,7,"2014-09-14",4498,828,1,0,"0",0
732,7,"2014-09-14",2721,339,1,0,"0",0
274,6,"2014-09-13",3391,922,1,0,"0",0
530,6,"2014-09-13",5696,1104,1,0,"0",0
732,6,"2014-09-13",6396,750,1,0,"0",0
274,5,"2014-09-12",4049,1095,1,0,"0",0
530,5,"2014-09-12",5238,977,1,0,"0",0
732,5,"2014-09-12",5980,750,1,0,"0",0
274,4,"2014-09-11",3486,957,1,0,"0",0
530,4,"2014-09-11",4563,871,1,0,"0",0
732,4,"2014-09-11",6221,771,1,0,"0",0
274,3,"2014-09-10",2974,823,1,0,"0",0
530,3,"2014-09-10",5547,949,1,0,"0",0
732,3,"2014-09-10",5940,753,1,0,"0",0
274,2,"2014-09-09",3339,903,1,0,"0",0
530,2,"2014-09-09",5317,995,1,0,"0",0
732,2,"2014-09-09",6494,787,1,0,"0",0
274,1,"2014-09-08",3486,935,1,0,"0",0
530,1,"2014-09-08",6346,1107,1,0,"0",0
732,1,"2014-09-08",7778,980,1,0,"0",0
274,7,"2014-09-07",6672,1458,1,0,"0",0
530,7,"2014-09-07",4221,769,1,0,"0",0
732,7,"2014-09-07",3270,390,1,0,"0",0
274,6,"2014-09-06",3048,831,1,0,"0",0
530,6,"2014-09-06",6130,1090,1,0,"0",0
732,6,"2014-09-06",5947,688,1,0,"0",0
274,5,"2014-09-05",3670,1030,1,1,"0",1
530,5,"2014-09-05",6118,1085,1,1,"0",0
732,5,"2014-09-05",7826,874,1,1,"0",0
274,4,"2014-09-04",3213,823,1,1,"0",1
530,4,"2014-09-04",6599,1102,1,1,"0",0
732,4,"2014-09-04",8435,1005,1,1,"0",0
274,3,"2014-09-03",3523,833,1,1,"0",1
530,3,"2014-09-03",6892,1131,1,1,"0",0
732,3,"2014-09-03",8047,895,1,1,"0",0
274,2,"2014-09-02",3377,796,1,1,"0",1
530,2,"2014-09-02",7494,1164,1,1,"0",0
732,2,"2014-09-02",8720,984,1,1,"0",0
274,1,"2014-09-01",3845,886,1,1,"0",1
530,1,"2014-09-01",8657,1245,1,1,"0",0
732,1,"2014-09-01",12269,1217,1,1,"0",0
274,7,"2014-08-31",7490,1567,1,0,"0",1
530,7,"2014-08-31",5046,854,1,0,"0",0
732,7,"2014-08-31",3861,439,1,0,"0",0
274,6,"2014-08-30",3280,794,1,0,"0",1
530,6,"2014-08-30",6436,1142,1,0,"0",0
732,6,"2014-08-30",7722,889,1,0,"0",0
274,5,"2014-08-29",3882,996,1,0,"0",1
530,5,"2014-08-29",6700,1176,1,0,"0",0
732,5,"2014-08-29",8984,1040,1,0,"0",0
274,4,"2014-08-28",2936,840,1,0,"0",1
530,4,"2014-08-28",6682,1229,1,0,"0",0
732,4,"2014-08-28",7450,942,1,0,"0",0
274,3,"2014-08-27",2735,765,1,0,"0",1
530,3,"2014-08-27",6652,1204,1,0,"0",0
732,3,"2014-08-27",7025,907,1,0,"0",0
274,2,"2014-08-26",3273,763,1,0,"0",1
530,2,"2014-08-26",6708,1232,1,0,"0",0
732,2,"2014-08-26",8412,997,1,0,"0",0
274,1,"2014-08-25",3120,844,1,0,"0",1
530,1,"2014-08-25",7501,1265,1,0,"0",0
732,1,"2014-08-25",10850,1270,1,0,"0",0
274,7,"2014-08-24",6407,1410,1,0,"0",1
530,7,"2014-08-24",5230,937,1,0,"0",0
732,7,"2014-08-24",4168,489,1,0,"0",0
274,6,"2014-08-23",3154,758,1,0,"0",1
530,6,"2014-08-23",5969,1063,1,0,"0",0
732,6,"2014-08-23",7221,820,1,0,"0",0
274,5,"2014-08-22",3789,913,1,1,"0",1
530,5,"2014-08-22",7105,1227,1,1,"0",1
732,5,"2014-08-22",8975,1000,1,1,"0",1
274,4,"2014-08-21",3082,802,1,1,"0",1
530,4,"2014-08-21",7046,1202,1,1,"0",1
732,4,"2014-08-21",8267,996,1,1,"0",1
274,3,"2014-08-20",3115,790,1,1,"0",1
530,3,"2014-08-20",7601,1284,1,1,"0",1
732,3,"2014-08-20",9330,1024,1,1,"0",1
274,2,"2014-08-19",3252,782,1,1,"0",1
530,2,"2014-08-19",8995,1466,1,1,"0",1
732,2,"2014-08-19",9474,1053,1,1,"0",1
274,1,"2014-08-18",3572,882,1,1,"0",1
530,1,"2014-08-18",9561,1421,1,1,"0",1
732,1,"2014-08-18",13049,1355,1,1,"0",1
274,7,"2014-08-17",7120,1471,1,0,"0",1
530,7,"2014-08-17",5789,968,1,0,"0",0
732,7,"2014-08-17",5114,582,1,0,"0",0
274,6,"2014-08-16",3276,782,1,0,"0",1
530,6,"2014-08-16",7651,1308,1,0,"0",0
732,6,"2014-08-16",7739,885,1,0,"0",0
274,5,"2014-08-15",3591,928,1,0,"0",1
530,5,"2014-08-15",7187,1300,1,0,"0",1
732,5,"2014-08-15",8240,1028,1,0,"0",1
274,4,"2014-08-14",3284,848,1,0,"0",1
530,4,"2014-08-14",8034,1397,1,0,"0",1
732,4,"2014-08-14",9374,1120,1,0,"0",1
274,3,"2014-08-13",2873,773,1,0,"0",1
530,3,"2014-08-13",7898,1343,1,0,"0",1
732,3,"2014-08-13",7320,912,1,0,"0",1
274,2,"2014-08-12",2614,740,1,0,"0",1
530,2,"2014-08-12",8483,1596,1,0,"0",1
732,2,"2014-08-12",10591,1164,1,0,"0",1
274,1,"2014-08-11",3379,931,1,0,"0",1
530,1,"2014-08-11",9925,1717,1,0,"0",1
732,1,"2014-08-11",11548,1323,1,0,"0",1
274,7,"2014-08-10",6730,1507,1,0,"0",1
530,7,"2014-08-10",6497,1106,1,0,"0",0
732,7,"2014-08-10",4983,565,1,0,"0",0
274,6,"2014-08-09",3396,842,1,0,"0",1
530,6,"2014-08-09",8215,1434,1,0,"0",0
732,6,"2014-08-09",8081,968,1,0,"0",0
274,5,"2014-08-08",3845,1003,1,1,"0",1
530,5,"2014-08-08",7893,1483,1,1,"0",1
732,5,"2014-08-08",8429,944,1,1,"0",1
274,4,"2014-08-07",3389,898,1,1,"0",1
530,4,"2014-08-07",9179,1557,1,1,"0",1
732,4,"2014-08-07",12369,1373,1,1,"0",1
274,3,"2014-08-06",3683,855,1,1,"0",1
530,3,"2014-08-06",8870,1596,1,1,"0",1
732,3,"2014-08-06",8955,1022,1,1,"0",1
274,2,"2014-08-05",3581,837,1,1,"0",1
530,2,"2014-08-05",9987,1620,1,1,"0",1
732,2,"2014-08-05",11263,1200,1,1,"0",1
274,1,"2014-08-04",3650,940,1,1,"0",1
530,1,"2014-08-04",12437,1944,1,1,"0",1
732,1,"2014-08-04",13400,1398,1,1,"0",1
274,7,"2014-08-03",6481,1425,1,0,"0",1
530,7,"2014-08-03",7090,1179,1,0,"0",0
732,7,"2014-08-03",5855,652,1,0,"0",0
274,6,"2014-08-02",3730,876,1,0,"0",1
530,6,"2014-08-02",8893,1639,1,0,"0",0
732,6,"2014-08-02",9254,943,1,0,"0",0
274,5,"2014-08-01",4057,1092,1,1,"0",1
530,5,"2014-08-01",8364,1456,1,1,"0",1
732,5,"2014-08-01",9485,1038,1,1,"0",1
274,4,"2014-07-31",3767,941,1,1,"0",0
530,4,"2014-07-31",9148,1520,1,1,"0",1
732,4,"2014-07-31",10468,1137,1,1,"0",1
274,3,"2014-07-30",3286,864,1,1,"0",1
530,3,"2014-07-30",9319,1524,1,1,"0",1
732,3,"2014-07-30",12277,1301,1,1,"0",1
274,2,"2014-07-29",3571,846,1,1,"0",1
530,2,"2014-07-29",9047,1579,1,1,"0",1
732,2,"2014-07-29",11166,1128,1,1,"0",1
274,1,"2014-07-28",4026,1005,1,1,"0",1
530,1,"2014-07-28",10445,1659,1,1,"0",1
732,1,"2014-07-28",12580,1257,1,1,"0",1
274,7,"2014-07-27",6817,1579,1,0,"0",0
530,7,"2014-07-27",6083,1084,1,0,"0",0
732,7,"2014-07-27",4229,468,1,0,"0",0
274,6,"2014-07-26",3567,885,1,0,"0",0
530,6,"2014-07-26",7391,1328,1,0,"0",0
732,6,"2014-07-26",7649,848,1,0,"0",0
274,5,"2014-07-25",4034,1113,1,0,"0",0
530,5,"2014-07-25",7658,1348,1,0,"0",1
732,5,"2014-07-25",8492,964,1,0,"0",1
274,4,"2014-07-24",3469,975,1,0,"0",0
530,4,"2014-07-24",7626,1390,1,0,"0",1
732,4,"2014-07-24",8935,1045,1,0,"0",1
274,3,"2014-07-23",3374,947,1,0,"0",0
530,3,"2014-07-23",7759,1434,1,0,"0",1
732,3,"2014-07-23",9396,1086,1,0,"0",1
274,2,"2014-07-22",3401,1001,1,0,"0",0
530,2,"2014-07-22",8117,1438,1,0,"0",1
732,2,"2014-07-22",9278,1057,1,0,"0",1
274,1,"2014-07-21",3604,1004,1,0,"0",0
530,1,"2014-07-21",9027,1534,1,0,"0",1
732,1,"2014-07-21",11566,1276,1,0,"0",1
274,7,"2014-07-20",6876,1616,1,0,"0",0
530,7,"2014-07-20",6163,1129,1,0,"0",0
732,7,"2014-07-20",4831,521,1,0,"0",0
274,6,"2014-07-19",3365,945,1,0,"0",0
530,6,"2014-07-19",8431,1669,1,0,"0",0
732,6,"2014-07-19",7542,857,1,0,"0",0
274,5,"2014-07-18",4496,1254,1,1,"0",0
530,5,"2014-07-18",8103,1388,1,1,"0",1
732,5,"2014-07-18",8899,1000,1,1,"0",1
274,4,"2014-07-17",4055,1102,1,1,"0",0
530,4,"2014-07-17",7795,1353,1,1,"0",1
732,4,"2014-07-17",8299,973,1,1,"0",1
274,3,"2014-07-16",3438,934,1,1,"0",0
530,3,"2014-07-16",7296,1279,1,1,"0",1
732,3,"2014-07-16",9896,1116,1,1,"0",1
274,2,"2014-07-15",3702,941,1,1,"0",0
530,2,"2014-07-15",7736,1253,1,1,"0",1
732,2,"2014-07-15",9357,1002,1,1,"0",1
274,1,"2014-07-14",4031,1001,1,1,"0",0
530,1,"2014-07-14",8490,1309,1,1,"0",1
732,1,"2014-07-14",11426,1222,1,1,"0",1
274,7,"2014-07-13",7301,1498,1,0,"0",0
530,7,"2014-07-13",5832,1015,1,0,"0",0
732,7,"2014-07-13",4898,539,1,0,"0",0
274,6,"2014-07-12",3568,887,1,0,"0",0
530,6,"2014-07-12",7533,1394,1,0,"0",0
732,6,"2014-07-12",7472,838,1,0,"0",0
274,5,"2014-07-11",3999,1145,1,0,"0",0
530,5,"2014-07-11",6692,1174,1,0,"0",0
732,5,"2014-07-11",8024,928,1,0,"0",0
274,4,"2014-07-10",3698,1019,1,0,"0",0
530,4,"2014-07-10",6174,1123,1,0,"0",0
732,4,"2014-07-10",7222,923,1,0,"0",0
274,3,"2014-07-09",3125,865,1,0,"0",0
530,3,"2014-07-09",5799,1079,1,0,"0",0
732,3,"2014-07-09",6421,786,1,0,"0",0
274,2,"2014-07-08",3376,945,1,0,"0",0
530,2,"2014-07-08",5189,960,1,0,"0",0
